Image Name, Color of Shape, Color of Letter, Shape, Letter, Shape Rotation, X1, X2, Y1, Y2, Altitude
render%6.jpg, blue, red, Semi_Circle, N, 0.7424111366271973, 0.7704111366271973, 0.6125307893753051, 0.6525307893753052, 88.80029875041183, 109.429364634902
render%6.jpg, brown, white, Hexagon, G, 0.19466592371463776, 0.22266592371463775, 0.39995049595832827, 0.43995049595832825, 35.82551049447018, 109.429364634902
render%7.jpg, gray, blue, Quarter_Circle, S, 0.5592415928840637, 0.5872415928840637, 0.6484660720825195, 0.6884660720825195, 208.30451893506535, 112.54153007097909
render%7.jpg, yellow, red, Quarter_Circle, O, 0.5439257025718689, 0.5719257025718689, 0.4599111592769623, 0.4999111592769623, 214.7445636292309, 112.54153007097909
render%7.jpg, blue, brown, Heptagon, C, 0.5238445401191711, 0.5518445401191712, 0.5772120571136474, 0.6172120571136475, 47.40782399160465, 112.54153007097909
render%8.jpg, red, blue, Quarter_Circle, K, 0.20687492191791534, 0.23487492191791534, 0.7705749487876892, 0.8105749487876892, 292.6852399696766, 119.96620964769855
render%8.jpg, orange, yellow, Star, G, 0.21452678740024567, 0.24252678740024566, 0.277333996295929, 0.31733399629592896, 201.08263559960437, 119.96620964769855
render%8.jpg, brown, green, Square, S, 0.3100835382938385, 0.3380835382938385, 0.42022823452949526, 0.46022823452949524, 79.69272128569071, 119.96620964769855
render%9.jpg, white, brown, Triangle, V, 0.43112972378730774, 0.45912972378730776, 0.3016325151920319, 0.34163251519203186, 256.9016168966114, 94.88066235695871
render%9.jpg, gray, green, Square, G, 0.26250046491622925, 0.2905004649162293, 0.5807214593887329, 0.6207214593887329, 270.5160525161696, 94.88066235695871
render%10.jpg, green, yellow, Trapezoid, A, 0.38703984022140503, 0.41503984022140505, 0.35926573634147646, 0.39926573634147644, 145.81426733605372, 111.64098027875747
render%10.jpg, white, orange, Cross, R, 0.8014955520629883, 0.8294955520629883, 0.3235874688625336, 0.36358746886253357, 59.11559229718929, 111.64098027875747
render%11.jpg, red, brown, Heptagon, H, 0.6116961240768433, 0.6396961240768433, 0.8098320579528808, 0.8498320579528809, 90.99201977381202, 96.12253076649685
render%11.jpg, red, orange, Pentagon, U, 0.5610818266868591, 0.5890818266868592, 0.6312492108345031, 0.6712492108345032, 132.55897118154968, 96.12253076649685
render%12.jpg, green, purple, Semi_Circle, G, 0.28406891226768494, 0.31206891226768496, 0.5937155699729919, 0.6337155699729919, 122.5418210983834, 102.94184034279195
render%12.jpg, green, black, Trapezoid, D, 0.12515345215797424, 0.15315345215797424, 0.21517413020133971, 0.2551741302013397, 343.93370499902244, 102.94184034279195
render%13.jpg, purple, green, Semi_Circle, B, 0.3965066969394684, 0.4245066969394684, 0.5224218583106994, 0.5624218583106995, 78.06381516801639, 117.71440438769517
render%13.jpg, purple, brown, Trapezoid, A, 0.2337513566017151, 0.2617513566017151, 0.45666091799736025, 0.49666091799736023, 226.70236694039116, 117.71440438769517
render%14.jpg, black, purple, Circle, A, 0.21698158979415894, 0.24498158979415893, 0.5615958189964294, 0.6015958189964294, 291.93198262579176, 112.69330066794684
render%14.jpg, blue, brown, Triangle, U, 0.30603405833244324, 0.33403405833244326, 0.3187625324726105, 0.3587625324726105, 3.782556080349364, 112.69330066794684
render%14.jpg, red, yellow, Semi_Circle, N, 0.6903978586196899, 0.71839785861969, 0.5204418516159057, 0.5604418516159058, 265.2890390687296, 112.69330066794684
render%14.jpg, red, green, Cross, V, 0.48739224672317505, 0.5153922467231751, 0.4684900259971619, 0.5084900259971619, 163.3799940833691, 112.69330066794684
render%15.jpg, gray, red, Rectangle, B, 0.29531222581863403, 0.32331222581863406, 0.030598043501377105, 0.0705980435013771, 273.2358879534345, 76.48751397070494
render%16.jpg, black, blue, Octagon, V, 0.49818411469459534, 0.5261841146945954, 0.6071542119979858, 0.6471542119979858, 176.71724434072993, 94.19341074510687
render%16.jpg, blue, gray, Hexagon, L, 0.349208265542984, 0.37720826554298403, 0.7433619713783264, 0.7833619713783264, 75.83647660730836, 94.19341074510687
render%16.jpg, brown, white, Rectangle, Z, 0.7968828678131104, 0.8248828678131104, 0.7309367871284485, 0.7709367871284485, 312.7619161991596, 94.19341074510687
render%16.jpg, yellow, green, Pentagon, N, 0.38442137837409973, 0.41242137837409976, 0.7000823831558227, 0.7400823831558228, 49.272540871762594, 94.19341074510687
render%17.jpg, red, white, Semi_Circle, Y, 0.7989026308059692, 0.8269026308059693, 0.15930243492126464, 0.19930243492126465, 264.2777362675988, 101.84165024419005
render%17.jpg, black, red, Trapezoid, U, 0.760908305644989, 0.788908305644989, 0.29633175492286684, 0.3363317549228668, 134.86069861799317, 101.84165024419005
render%17.jpg, orange, black, Trapezoid, S, 0.3009887635707855, 0.32898876357078555, 0.5611103391647339, 0.6011103391647339, 296.86643985126193, 101.84165024419005
render%17.jpg, white, blue, Heptagon, R, 0.21474947035312653, 0.24274947035312652, 0.6962328171730041, 0.7362328171730042, 257.48714308503884, 101.84165024419005
render%18.jpg, purple, blue, Hexagon, W, 0.4709436595439911, 0.4989436595439911, 0.41701950788497927, 0.45701950788497925, 78.00569578833796, 104.93646937846532
render%18.jpg, purple, red, Circle, S, 0.5020766258239746, 0.5300766258239746, 0.8117200946807861, 0.8517200946807861, 165.0655892676349, 104.93646937846532
render%19.jpg, yellow, black, Square, T, 0.7582290768623352, 0.7862290768623352, 0.27743994355201723, 0.3174399435520172, 280.30288292212356, 79.4030746024931
render%19.jpg, gray, green, Star, O, 0.9294604063034058, 0.9574604063034058, 0.5972493505477905, 0.6372493505477905, 95.35691497928948, 79.4030746024931
render%19.jpg, yellow, black, Trapezoid, P, 0.9380205869674683, 0.9660205869674683, 0.6452146387100219, 0.685214638710022, 210.52819960920323, 79.4030746024931
render%20.jpg, green, brown, Cross, A, 0.6531785726547241, 0.6811785726547241, 0.3854637658596039, 0.4254637658596039, 68.5393253492687, 120.89492352531943
render%20.jpg, red, white, Heptagon, W, 0.475808322429657, 0.503808322429657, 0.46044417381286623, 0.5004441738128662, 142.6650550417143, 120.89492352531943
render%21.jpg, blue, red, Hexagon, D, 0.5587292909622192, 0.5867292909622193, 0.25447683691978457, 0.29447683691978455, 266.7519545204022, 116.44663351770267
render%21.jpg, black, gray, Cross, I, 0.485044002532959, 0.513044002532959, 0.298137686252594, 0.338137686252594, 244.29947532015865, 116.44663351770267
render%22.jpg, yellow, black, Semi_Circle, K, 0.8386790156364441, 0.8666790156364441, 0.6113709425926208, 0.6513709425926208, 297.65752400459183, 92.16379661647764
render%22.jpg, blue, orange, Trapezoid, X, 0.7260915040969849, 0.7540915040969849, 0.6817199802398681, 0.7217199802398682, 87.24561408297005, 92.16379661647764
render%22.jpg, green, gray, Triangle, T, 0.0786697268486023, 0.10666972684860229, 0.4526872551441193, 0.49268725514411926, 37.13788532473225, 92.16379661647764
render%23.jpg, black, blue, Semi_Circle, Y, 0.4430687725543976, 0.4710687725543976, 0.7506442284584045, 0.7906442284584045, 232.04231879111492, 122.50615610170524
render%23.jpg, green, yellow, Pentagon, Z, 0.7309519648551941, 0.7589519648551941, 0.359959534406662, 0.399959534406662, 252.09523065070078, 122.50615610170524
render%23.jpg, yellow, blue, Star, X, 0.2336033582687378, 0.2616033582687378, 0.5779746985435485, 0.6179746985435486, 175.22840862337333, 122.50615610170524
render%24.jpg, gray, blue, Trapezoid, E, 0.8869287967681885, 0.9149287967681885, 0.7591127967834472, 0.7991127967834473, 86.37734058701704, 92.43421586427252
render%24.jpg, purple, gray, Heptagon, N, 0.7259476184844971, 0.7539476184844971, 0.15894289970397948, 0.1989428997039795, 9.025972866036902, 92.43421586427252
render%24.jpg, purple, green, Semi_Circle, W, 0.550881028175354, 0.578881028175354, 0.8493417716026306, 0.8893417716026306, 265.18562682043614, 92.43421586427252
render%25.jpg, red, purple, Trapezoid, Y, 0.6371052861213684, 0.6651052861213684, 0.3841892993450165, 0.4241892993450165, 219.41705624541228, 93.40262075732252
render%25.jpg, orange, brown, Trapezoid, D, 0.316550076007843, 0.34455007600784304, 0.26479571223258974, 0.3047957122325897, 271.7969948535893, 93.40262075732252
render%26.jpg, red, black, Heptagon, A, 0.5357089638710022, 0.5637089638710022, 0.8491574740409851, 0.8891574740409851, 7.642650847189527, 85.5247207233968
render%27.jpg, gray, brown, Heptagon, H, 0.8993483185768127, 0.9273483185768128, 0.7556846356391906, 0.7956846356391907, 90.48438091257846, 78.71891568751884
render%28.jpg, purple, orange, Rectangle, C, 0.1688755452632904, 0.1968755452632904, 0.39916243314743044, 0.4391624331474304, 113.43050225835856, 117.51241980020694
render%29.jpg, yellow, red, Hexagon, B, 0.5058531165122986, 0.5338531165122986, 0.25308444261550905, 0.29308444261550903, 16.653655698768105, 79.07025365503492
render%29.jpg, purple, green, Semi_Circle, K, 0.6112242341041565, 0.6392242341041565, 0.8144515967369079, 0.854451596736908, 274.9345611237633, 79.07025365503492
render%30.jpg, blue, green, Heptagon, V, 0.5537346005439758, 0.5817346005439759, 0.2292309021949768, 0.2692309021949768, 60.858300827894965, 90.07122734459668
render%30.jpg, blue, red, Heptagon, G, 0.9074515700340271, 0.9354515700340271, 0.6136532044410705, 0.6536532044410706, 328.51430477112785, 90.07122734459668
render%31.jpg, brown, red, Triangle, E, 0.8953918814659119, 0.9233918814659119, 0.4988839840888977, 0.5388839840888977, 52.2349113673722, 88.769360772232
render%31.jpg, gray, blue, Quarter_Circle, Y, 0.08198628574609756, 0.10998628574609756, 0.4476334667205811, 0.48763346672058105, 290.5570736972554, 88.769360772232
render%32.jpg, green, purple, Circle, H, 0.5028151869773865, 0.5308151869773865, 0.31280585289001467, 0.35280585289001465, 73.6232959538885, 107.97671392256365
render%32.jpg, purple, green, Quarter_Circle, J, 0.6956201791763306, 0.7236201791763306, 0.48969157695770266, 0.5296915769577026, 208.03315097987903, 107.97671392256365
render%32.jpg, orange, red, Pentagon, X, 0.1916760802268982, 0.2196760802268982, 0.45423059821128847, 0.49423059821128845, 55.12401729059541, 107.97671392256365
render%32.jpg, orange, green, Hexagon, U, 0.48166176676750183, 0.5096617667675019, 0.5603693342208862, 0.6003693342208862, 145.00325331919984, 107.97671392256365
render%33.jpg, black, white, Square, E, 0.5849197506904602, 0.6129197506904602, 0.23970099449157714, 0.27970099449157715, 73.3013855445177, 101.26450935564161
render%33.jpg, gray, brown, Pentagon, R, 0.7964596152305603, 0.8244596152305603, 0.35515656232833864, 0.3951565623283386, 325.5610822499214, 101.26450935564161
render%33.jpg, blue, yellow, Semi_Circle, F, 0.25500908493995667, 0.2830090849399567, 0.23589818835258483, 0.27589818835258484, 307.235273208245, 101.26450935564161
render%33.jpg, black, yellow, Rectangle, Y, 0.6189363598823547, 0.6469363598823548, 0.26366826057434084, 0.3036682605743408, 357.80255491904245, 101.26450935564161
render%34.jpg, orange, purple, Hexagon, G, 0.1678101271390915, 0.1958101271390915, 0.6477170205116272, 0.6877170205116272, 333.3050413849149, 115.51371905649988
render%34.jpg, gray, purple, Hexagon, B, 0.4307175576686859, 0.45871755766868594, 0.23227026224136352, 0.2722702622413635, 310.00693702862185, 115.51371905649988
render%34.jpg, white, gray, Quarter_Circle, F, 0.32950878143310547, 0.3575087814331055, 0.37676229238510134, 0.4167622923851013, 195.7194021597481, 115.51371905649988
render%35.jpg, brown, orange, Trapezoid, L, 0.5804952383041382, 0.6084952383041382, 0.31530278086662294, 0.3553027808666229, 347.1036343321981, 82.6642788967913
render%35.jpg, green, white, Trapezoid, R, 0.609877347946167, 0.637877347946167, 0.14876560032367706, 0.18876560032367706, 90.12738362663741, 82.6642788967913
render%35.jpg, black, purple, Heptagon, K, 0.330886572599411, 0.35888657259941104, 0.2859728848934174, 0.32597288489341736, 139.52291708775263, 82.6642788967913
render%36.jpg, orange, yellow, Heptagon, E, 0.7597008347511292, 0.7877008347511292, 0.49762471675872805, 0.537624716758728, 87.05157262458154, 123.28272805938482
render%37.jpg, orange, red, Trapezoid, T, 0.6801882982254028, 0.7081882982254029, 0.15565503299236297, 0.19565503299236298, 205.50703434829884, 105.59184426787854
render%37.jpg, brown, blue, Rectangle, C, 0.7255156636238098, 0.7535156636238098, 0.13566268146038055, 0.17566268146038055, 24.271328307981012, 105.59184426787854
render%38.jpg, blue, white, Quarter_Circle, Z, 0.18270286917686462, 0.21070286917686462, 0.6569228982925415, 0.6969228982925415, 18.5124769364836, 123.76334775164841
render%38.jpg, purple, green, Quarter_Circle, B, 0.20651526749134064, 0.23451526749134063, 0.2518764054775238, 0.2918764054775238, 152.34368448147353, 123.76334775164841
render%38.jpg, white, black, Hexagon, S, 0.1865815371274948, 0.2145815371274948, 0.5523571586608886, 0.5923571586608887, 186.3495515973166, 123.76334775164841
render%38.jpg, gray, black, Trapezoid, X, 0.6305491328239441, 0.6585491328239441, 0.7182144737243652, 0.7582144737243652, 324.6911903789613, 123.76334775164841
render%39.jpg, white, red, Square, Q, 0.9082460403442383, 0.9362460403442383, 0.7498904085159301, 0.7898904085159302, 321.30954239011555, 84.47372455083982
render%39.jpg, green, yellow, Cross, A, 0.48486533761024475, 0.5128653376102448, 0.6533064460754394, 0.6933064460754395, 232.79185338594215, 84.47372455083982
render%39.jpg, white, orange, Pentagon, W, 0.9187180995941162, 0.9467180995941162, 0.8465581750869751, 0.8865581750869751, 211.90066290740876, 84.47372455083982
render%40.jpg, blue, yellow, Circle, X, 0.625621497631073, 0.653621497631073, 0.09067182898521423, 0.13067182898521423, 344.98429350450965, 78.00195120278767
render%41.jpg, purple, yellow, Semi_Circle, L, 0.5764181613922119, 0.6044181613922119, 0.3821228063106537, 0.4221228063106537, 138.44414190508354, 88.19011073034703
render%41.jpg, green, black, Star, N, 0.283747136592865, 0.311747136592865, 0.22311966776847839, 0.2631196677684784, 254.5497276538649, 88.19011073034703
render%41.jpg, red, brown, Quarter_Circle, J, 0.2687278091907501, 0.29672780919075015, 0.29677008748054506, 0.33677008748054504, 300.69857281216576, 88.19011073034703
render%42.jpg, black, orange, Semi_Circle, F, 0.5138916373252869, 0.5418916373252869, 0.26836167931556704, 0.308361679315567, 250.93674818158178, 92.39165006783966
render%42.jpg, gray, red, Semi_Circle, K, 0.4340283274650574, 0.4620283274650574, 0.10246766269207, 0.14246766269207, 313.7568667555628, 92.39165006783966
render%43.jpg, white, brown, Heptagon, V, 0.3754032254219055, 0.40340322542190554, 0.7120129084587097, 0.7520129084587097, 267.58140125990116, 110.80186458969833
render%44.jpg, orange, white, Trapezoid, R, 0.5069559812545776, 0.5349559812545777, 0.213928005695343, 0.253928005695343, 19.162529027008596, 115.54456598103073
render%44.jpg, yellow, brown, Quarter_Circle, K, 0.8019959330558777, 0.8299959330558777, 0.5922852969169616, 0.6322852969169617, 18.716793518801378, 115.54456598103073
render%44.jpg, red, gray, Circle, W, 0.6982126832008362, 0.7262126832008362, 0.7705132579803466, 0.8105132579803467, 0.6471290104132345, 115.54456598103073
render%44.jpg, yellow, white, Cross, O, 0.7147908210754395, 0.7427908210754395, 0.4954171395301819, 0.5354171395301819, 117.96822603948048, 115.54456598103073
render%45.jpg, green, brown, Semi_Circle, K, 0.30463188886642456, 0.3326318888664246, 0.7309198594093322, 0.7709198594093323, 220.3806772272909, 113.65308145708306
render%46.jpg, white, blue, Octagon, T, 0.6708406805992126, 0.6988406805992127, 0.6393360710144043, 0.6793360710144043, 352.3225794030757, 120.13470025390139
render%46.jpg, gray, white, Semi_Circle, Y, 0.24141767621040344, 0.26941767621040347, 0.37661810874938967, 0.41661810874938965, 113.08714204572567, 120.13470025390139
render%46.jpg, white, brown, Rectangle, E, 0.6848856806755066, 0.7128856806755066, 0.5543042039871215, 0.5943042039871216, 141.12246061572802, 120.13470025390139
render%46.jpg, gray, blue, Star, N, 0.7990643978118896, 0.8270643978118897, 0.4725471949577332, 0.5125471949577332, 172.9802245113739, 120.13470025390139
render%47.jpg, orange, brown, Circle, A, 0.05251527950167656, 0.08051527950167656, 0.1423294460773468, 0.1823294460773468, 300.3974414915279, 80.76895128682251
render%47.jpg, orange, purple, Trapezoid, N, 0.4466426372528076, 0.47464263725280764, 0.4303192710876465, 0.4703192710876465, 268.2726775226514, 80.76895128682251
render%47.jpg, green, gray, Octagon, Z, 0.6840360164642334, 0.7120360164642334, 0.6049394226074218, 0.6449394226074219, 243.3151440315238, 80.76895128682251
render%47.jpg, blue, green, Rectangle, I, 0.4733152389526367, 0.5013152389526367, 0.15220447540283202, 0.19220447540283203, 148.24757174432074, 80.76895128682251
render%48.jpg, gray, blue, Semi_Circle, Y, 0.5491255521774292, 0.5771255521774292, 0.364743105173111, 0.40474310517311096, 342.8593528024176, 119.95931819734373
render%49.jpg, green, gray, Star, C, 0.501657247543335, 0.529657247543335, 0.6052420353889465, 0.6452420353889465, 355.43069864784565, 113.37362887274301
render%49.jpg, green, blue, Semi_Circle, R, 0.5940362811088562, 0.6220362811088562, 0.548252305984497, 0.5882523059844971, 218.626474911167, 113.37362887274301
render%49.jpg, purple, black, Triangle, B, 0.307420939207077, 0.33542093920707705, 0.5424686884880066, 0.5824686884880066, 3.299682492499545, 113.37362887274301
render%50.jpg, orange, red, Star, C, 0.5867984890937805, 0.6147984890937805, 0.7536171889305114, 0.7936171889305115, 215.67448611912397, 119.5460626638735
render%51.jpg, green, brown, Semi_Circle, D, 0.6867628693580627, 0.7147628693580628, 0.5414149975776672, 0.5814149975776672, 52.57189847069708, 100.81320182175224
render%51.jpg, red, purple, Trapezoid, H, 0.649152398109436, 0.6771523981094361, 0.17055826544761657, 0.21055826544761658, 147.914827195398, 100.81320182175224
render%52.jpg, green, brown, Circle, O, 0.2793343961238861, 0.30733439612388613, 0.23072149515151977, 0.2707214951515198, 106.61033087626933, 97.41323779194121
render%53.jpg, orange, white, Octagon, P, 0.42314380407333374, 0.45114380407333377, 0.6339910840988159, 0.6739910840988159, 198.71014411253648, 120.29221239320273
render%54.jpg, blue, white, Circle, S, 0.7162777185440063, 0.7442777185440064, 0.22224464178085326, 0.26224464178085327, 359.70858282508436, 116.47263997831067
render%54.jpg, white, brown, Octagon, M, 0.8148843050003052, 0.8428843050003052, 0.45110990762710573, 0.4911099076271057, 217.07320156888542, 116.47263997831067
render%54.jpg, yellow, red, Rectangle, V, 0.3495093286037445, 0.37750932860374453, 0.5915233707427978, 0.6315233707427979, 121.59525766550178, 116.47263997831067
render%54.jpg, orange, gray, Heptagon, Y, 0.19694991409778595, 0.22494991409778595, 0.6874169325828552, 0.7274169325828552, 295.03316091657143, 116.47263997831067
render%55.jpg, orange, brown, Semi_Circle, N, 0.8324341177940369, 0.8604341177940369, 0.19162855207920074, 0.23162855207920074, 222.5171249173859, 107.60195301117537
render%55.jpg, black, green, Rectangle, F, 0.5513851642608643, 0.5793851642608643, 0.41079636573791506, 0.45079636573791504, 192.2359643496823, 107.60195301117537
render%56.jpg, yellow, white, Octagon, N, 0.732818603515625, 0.760818603515625, 0.15478240609169006, 0.19478240609169006, 17.494337038802247, 99.04430931467064
render%57.jpg, orange, black, Heptagon, U, 0.4056806266307831, 0.4336806266307831, 0.7049039816856384, 0.7449039816856384, 216.5881681861743, 108.98723481334777
render%58.jpg, brown, white, Trapezoid, Z, 0.35204681754112244, 0.38004681754112246, 0.23618658542633056, 0.27618658542633057, 107.4726241585609, 118.8206861386538
render%58.jpg, red, purple, Heptagon, C, 0.6709801554679871, 0.6989801554679871, 0.2464328920841217, 0.2864328920841217, 288.49034350892856, 118.8206861386538
render%58.jpg, brown, orange, Octagon, D, 0.7770982384681702, 0.8050982384681702, 0.7580308532714843, 0.7980308532714844, 234.29369258851685, 118.8206861386538
render%58.jpg, red, blue, Pentagon, A, 0.7596200704574585, 0.7876200704574585, 0.569034776687622, 0.6090347766876221, 308.01092317426117, 118.8206861386538
render%59.jpg, green, brown, Rectangle, R, 0.7451925277709961, 0.7731925277709961, 0.7629852509498596, 0.8029852509498596, 238.2915678636322, 87.82119271878503
render%59.jpg, black, blue, Heptagon, A, 0.42332953214645386, 0.4513295321464539, 0.5162068819999694, 0.5562068819999695, 306.14413424084546, 87.82119271878503
render%59.jpg, gray, blue, Cross, V, 0.32259833812713623, 0.35059833812713626, 0.28012644410133364, 0.3201264441013336, 162.14950760883596, 87.82119271878503
render%60.jpg, green, purple, Star, G, 0.5542755722999573, 0.5822755722999573, 0.6710882401466369, 0.711088240146637, 321.8139139908682, 109.96180366560644
render%61.jpg, yellow, blue, Trapezoid, P, 0.19545546174049377, 0.22345546174049377, 0.44124328255653383, 0.4812432825565338, 240.77601779960574, 107.2378549379808
render%61.jpg, brown, gray, Octagon, D, 0.60403972864151, 0.63203972864151, 0.745783052444458, 0.785783052444458, 23.816163578837784, 107.2378549379808
render%62.jpg, red, yellow, Rectangle, X, 0.6470531225204468, 0.6750531225204468, 0.13873121798038482, 0.17873121798038483, 345.4389487954868, 91.00784348101708
render%63.jpg, black, gray, Quarter_Circle, U, 0.1401701420545578, 0.1681701420545578, 0.7022025799751281, 0.7422025799751282, 7.809178139479487, 105.94609427642379
render%63.jpg, blue, purple, Hexagon, P, 0.5312734246253967, 0.5592734246253968, 0.14250949680805206, 0.18250949680805206, 357.09844964291153, 105.94609427642379
render%64.jpg, yellow, blue, Heptagon, Q, 0.5037074089050293, 0.5317074089050293, 0.43378528118133547, 0.47378528118133545, 233.8991112608388, 124.93654023155725
render%65.jpg, red, white, Triangle, I, 0.4440077841281891, 0.4720077841281891, 0.3470671093463898, 0.38706710934638977, 48.539825526199444, 88.35666747479567
render%66.jpg, red, orange, Rectangle, N, 0.24507473409175873, 0.27307473409175875, 0.3146836376190186, 0.35468363761901855, 118.60720631428806, 96.88550150896862
render%67.jpg, yellow, orange, Octagon, O, 0.7565628886222839, 0.784562888622284, 0.7559830164909362, 0.7959830164909363, 79.97631583610287, 107.4166773425934
render%67.jpg, gray, orange, Octagon, M, 0.18159916996955872, 0.2095991699695587, 0.5050682640075683, 0.5450682640075684, 221.6123961098862, 107.4166773425934
render%67.jpg, brown, purple, Square, J, 0.24749422073364258, 0.2754942207336426, 0.5385863399505615, 0.5785863399505615, 76.42763265058369, 107.4166773425934
render%68.jpg, yellow, brown, Circle, B, 0.3618380129337311, 0.3898380129337311, 0.6533577060699463, 0.6933577060699463, 199.1753831012267, 118.47621084605832
render%68.jpg, black, brown, Pentagon, O, 0.4270888566970825, 0.45508885669708254, 0.46490087270736696, 0.5049008727073669, 291.8168353679811, 118.47621084605832
render%68.jpg, green, orange, Octagon, T, 0.3708690404891968, 0.3988690404891968, 0.6697675204277038, 0.7097675204277039, 320.40024991561654, 118.47621084605832
render%69.jpg, brown, green, Cross, U, 0.9589371085166931, 0.9869371085166931, 0.22009228825569152, 0.26009228825569153, 135.1235292733497, 78.84251639024117
render%69.jpg, yellow, orange, Hexagon, N, 0.25335460901260376, 0.2813546090126038, 0.8538902020454406, 0.8938902020454407, 224.43144144328315, 78.84251639024117
render%70.jpg, white, brown, Pentagon, A, 0.5395232439041138, 0.5675232439041138, 0.8473485922813415, 0.8873485922813416, 253.7446066278991, 75.54699087640222
render%70.jpg, orange, gray, Octagon, N, 0.26730626821517944, 0.29530626821517947, 0.20360135197639465, 0.24360135197639465, 293.756833248766, 75.54699087640222
render%70.jpg, green, red, Hexagon, D, 0.9021958112716675, 0.9301958112716675, 0.6524459338188171, 0.6924459338188171, 109.47063850326896, 75.54699087640222
render%70.jpg, blue, black, Pentagon, Q, 0.6643038392066956, 0.6923038392066956, 0.2737548565864563, 0.3137548565864563, 354.83801714282305, 75.54699087640222
render%71.jpg, gray, brown, Trapezoid, N, 0.7977538108825684, 0.8257538108825684, 0.44870483040809633, 0.4887048304080963, 240.52396136861367, 83.8609092840265
render%72.jpg, brown, white, Cross, B, 0.7029304504394531, 0.7309304504394531, 0.8490844583511352, 0.8890844583511353, 222.08526589368353, 91.54926971121225
render%73.jpg, blue, red, Hexagon, E, 0.33296999335289, 0.36096999335289004, 0.5883842325210571, 0.6283842325210571, 204.3990337967909, 115.82903304519172
render%73.jpg, red, black, Quarter_Circle, B, 0.6659179329872131, 0.6939179329872132, 0.2261498188972473, 0.2661498188972473, 141.8920362289923, 115.82903304519172
render%73.jpg, white, yellow, Octagon, K, 0.26601728796958923, 0.29401728796958926, 0.6967236614227295, 0.7367236614227295, 183.39551368078122, 115.82903304519172
render%74.jpg, purple, blue, Circle, F, 0.46254172921180725, 0.4905417292118073, 0.4619500255584717, 0.5019500255584717, 182.60965359045701, 101.41805974188185
render%75.jpg, black, white, Triangle, U, 0.840083122253418, 0.868083122253418, 0.1266077971458435, 0.1666077971458435, 328.1856717902676, 102.7935887333023
render%75.jpg, purple, red, Semi_Circle, B, 0.5277366638183594, 0.5557366638183594, 0.3158187484741211, 0.3558187484741211, 194.87226068418266, 102.7935887333023
render%75.jpg, red, orange, Star, Y, 0.22573432326316833, 0.25373432326316836, 0.3696343517303467, 0.4096343517303467, 43.11623754538645, 102.7935887333023
render%75.jpg, purple, orange, Octagon, C, 0.4992467761039734, 0.5272467761039734, 0.5522786593437194, 0.5922786593437195, 222.28784875312112, 102.7935887333023
render%76.jpg, green, yellow, Rectangle, Y, 0.8361296653747559, 0.8641296653747559, 0.40140350818634035, 0.44140350818634033, 183.4911586330812, 79.05618249670849
render%76.jpg, red, blue, Trapezoid, T, 0.06662305444478989, 0.09462305444478988, 0.7426629281044006, 0.7826629281044006, 207.18133389730838, 79.05618249670849
render%77.jpg, yellow, green, Star, M, 0.33194679021835327, 0.3599467902183533, 0.8209339594841003, 0.8609339594841003, 168.90538626185193, 90.08136780408233
